job_title,experience,salary,location,job_description,tech_stack
Data Scientist,2-5 Yrs ,Not disclosed ,,"Bachelor s degree in statistics, applied mathematics, or related discipline . 2+ years ...","['Data analysis', 'SAS', 'Project management', 'Analytical', 'Predictive modeling', 'Data mining', 'Operations', 'Analytics']"
Data Science Lead,8-9 Yrs ,Not disclosed ,,"Bachelor s degree in a quantitative field such as Data Science, Statistics, Applied Mat...","['Water treatment', 'C++', 'data science', 'Analytical', 'Data mining', 'Cosmos', 'MATLAB', 'Analytics']"
Sr. Data Scientist,4-10 Yrs ,Not disclosed ,,Improve algorithms to ensure the high quality and efficiency standards required by all ...,"['CVS', 'SQL queries', 'Data analysis', 'data science', 'Artificial Intelligence', 'Machine learning', 'Medical insurance', 'Data mining']"
Data Scientist,4-8 Yrs ,Not disclosed ,,Improve algorithms to ensure the high quality and efficiency standards required by all ...,"['Data analysis', 'data science', 'Artificial Intelligence', 'Machine learning', 'Statistical Analyst', 'Medical insurance', 'Data mining', 'Python']"
Data Scientist,4-10 Yrs ,Not disclosed ,,Improve algorithms to ensure the high quality and efficiency standards required by all ...,"['CVS', 'SQL queries', 'Data analysis', 'data science', 'Artificial Intelligence', 'Machine learning', 'Medical insurance', 'Data mining']"
Senior Data Scientist,5-9 Yrs ,Not disclosed ,,Define and manage analytics strategy. Provides analytical expe...,"['Product management', 'Business communication', 'deep learning', 'Data analysis', 'Analytical', 'Machine learning', 'Hypothesis Testing', 'Natural language processing']"
Associate Data Scientist,3-12 Yrs ,Not disclosed ,,"Qualification: B.E, B.Tech, M.E, M.Tech, M.C.A Develops analytics models using spec...","['deep learning', 'Operations research', 'Neural networks', 'spark', 'Machine learning', 'Natural language processing', 'SPSS', 'MATLAB']"
Data Scientist,3-5 Yrs ,Not disclosed ,,"At least 3-5 years of relevant experience with Statistical Modelling, Predictive Anal...","['Logistic regression', 'deep learning', 'RDBMS', 'Neural networks', 'Analytical', 'Machine learning', 'Forecasting', 'SQL']"
Data Science Solution Engineer,1-3 Yrs ,Not disclosed ,,. . . Design and build data solutions for data science projects using cloud based big d...,"['C++', 'data science', 'Machine learning', 'Agile', 'Data processing', 'Data quality', 'Data mining', 'SQL']"
Principal ML Ops Engineer,5-9 Yrs ,Not disclosed ,,"Serve as an analytics expert in designing, developing and implementing best in analyt...","['Computer science', 'Data analysis', 'Manager Quality Assurance', 'Linux', 'Analytical', 'Consulting', 'Machine learning', 'Data mining']"
DATA SCIENTIST,2-5 Yrs ,Not disclosed ,,"Primary Role Work as the lead data strategist, identifying and integrating new da...","['Analytical', 'Machine learning', 'query', 'Programming', 'Database', 'big data', 'Operations', 'Analytics']"
Senior Data Scientist,4-9 Yrs ,Not disclosed ,,Candidates with 2+ working on healthcare data problems would be preferred (Eg: those fr...,"['Operations research', 'Consulting', 'Machine learning', 'Healthcare', 'Predictive modeling', 'Data mining', 'Analytics', 'SQL']"
Senior Data Scientist,4-6 Yrs ,Not disclosed ,,Desirable: - Experience with people analytics or growth. - Experience with data visuali...,"['Data analysis', 'data science', 'Neural networks', 'Analytical', 'Machine learning', 'Predictive modeling', 'data visualization', 'Analytics']"
Data Scientist,3-7 Yrs ,Not disclosed ,,Qualification: B.E in Computer Science Skill Set: 1. Proficient with Python/R. ...,"['Computer science', 'Analytical', 'Python', 'science', 'data', 'analytics', 'computer']"
Modeler,3-7 Yrs ,Not disclosed ,,". Proficient in Python / R programming skillsMandatory skills: . Good, applied statisti...","['Logistic regression', 'Automation', 'Linux', 'Analytical', 'Machine learning', 'data integrity', 'Econometrics', 'SQL']"
Data Scientist,2-7 Yrs ,Not disclosed ,,Data from all major government schemes and departments must be maintained in a structur...,"['Graphics', 'Policies', 'Algorithms', 'MySQL', 'Machine learning', 'Hypothesis Testing', 'SPSS', 'Econometrics']"
ML & AI Software developer,2-5 Yrs ,Not disclosed ,,. Should have good knowledge of math and statistics . Ability to select hardware to run...,"['Training', 'deep learning', 'Linux', 'Machine learning', 'Data quality', 'Hardware', 'Statistics', 'Python']"
Data Scientist,5-7 Yrs ,Not disclosed ,,"You must be able to translate technical concepts into implementable solutions, whilst c...","['Text mining', 'Logistic regression', 'Software design', 'Prototype', 'Analytical', 'Machine learning', 'Social networking', 'Predictive modeling']"
Data Scientist,1-10 Yrs ,Not disclosed ,,Experience in algorithm development and prototypingRequirements . Work Academic . 1-10 ...,"['Data analysis', 'Prototype', 'Coding', 'Analytical', 'Machine learning', 'Flex', 'Algorithm development', 'Analytics']"
Data Scientist,5-6 Yrs ,Not disclosed ,,Understand and proven experience deploy or implement models in cloud stacks . Ability t...,"['Computer vision', 'deep learning', 'Data analysis', 'Analytical', 'Artificial Intelligence', 'Machine learning', 'linear regression', 'data visualization']"
Data Scientist,5-10 Yrs ,Not disclosed ,,"Deep knowledge of math, probability, statistics and algorithms . . Ability to write rob...","['software architecture', 'Statistical analysis', 'data science', 'Data modeling', 'Machine learning', 'Consulting', 'Data structures', 'microsoft azure']"
Junior Data Scientist,1-6 Yrs ,Not disclosed ,,Four-year college or university degree with focus on Business Administration or IT or r...,"['Business administration', 'Data analysis', 'Data modeling', 'Analytical', 'Brand marketing', 'Machine learning', 'data visualization', 'Analytics']"
Data Scientist,3-4 Yrs ,Not disclosed ,,Requirements: . 3+ years of experience applying experimentation methods & advanced stat...,"['Statistical modeling', 'Translation', 'Usage', 'data science', 'Advocate', 'Analytics', 'SQL', 'Python']"
Lead Data Scientist,8-13 Yrs ,Not disclosed ,,". To be successful as a Lead data scientist, you should use data to ultimately inform a...","['ISMS', 'Analytical', 'Artificial Intelligence', 'Machine learning', 'Adobe', 'Monitoring', 'SQL', 'Python']"
Data Scientist,3-7 Yrs ,Not disclosed ,,"Role and Responsibilties Designing and implementing machine learning, information...","['Computer vision', 'deep learning', 'Prototype', 'Neural networks', 'Analytical', 'Machine learning', 'Research', 'Forecasting']"
Data scientist,4-8 Yrs ,Not disclosed ,,"Undertaking data collection, preprocessing and analysis Building models to address ...","['Hardware testing', 'Computer hardware', 'Testing', 'Computer', 'Software testing', 'Data', 'Hardware']"
Data Scientist,8-15 Yrs ,Not disclosed ,,NITYO INFOTECH is looking for Data Scientist to join our dynamic team and embark on a r...,"['deep learning', 'NoSQL', 'Image processing', 'Data modeling', 'Machine learning', 'MongoDB', 'Data analytics', 'Data mining']"
Data Scientist,4-9 Yrs ,6-15 Lacs PA ,,Roles and Responsibilities Data scientist would support our internal teams and clients ...,"['Data Science', 'Excel', 'Machine Learning', 'Python', 'SQL', 'Hive', 'Hadoop', 'Data']"
Staff / Principal Data Scientist,6-12 Yrs ,Not disclosed ,,You will serve as a tech lead for data model design and implementation for the data ...,"['data science', 'Coding', 'Data modeling', 'Senior Executive', 'Business analytics', 'Technical Lead', 'Data warehousing', 'Statistics']"
Data Scientist (Power BI),4-9 Yrs ,Not disclosed ,,Qualifications for Data Scientist . We are looking for a candidate with 4+ years of exp...,"['Computer science', 'C++', 'Simulation', 'Project management', 'Machine learning', 'Business intelligence', 'Data mining', 'Analytics']"
Data Scientist,3-6 Yrs ,Not disclosed ,,Experience with statistical analysis and managing of large data sets .,"['Statistical analysis', 'Linux', 'SQL database', 'Machine learning', 'Mathematics', 'Research', 'Management', 'Statistics']"
Data Scientist,5-7 Yrs ,Not disclosed ,,"example application areas include ads quality, search quality, end-user behavioral mode...","['Data analysis', 'Analytical', 'Machine learning', 'Data structures', 'Perl', 'Data mining', 'Forecasting', 'MATLAB']"
Data Scientist,6-11 Yrs ,Not disclosed ,,"Excellent organizational skills, attention to detail, and the flexibility and willingne...","['Data analysis', 'SDS', 'Nutrition', 'Coding', 'Sensors', 'Data mining', 'MATLAB', 'SQL']"
Data Scientist,2-6 Yrs ,Not disclosed ,,"Experience developing and maintaining data pipelines . Finally, you will contribute to ...","['Unix', 'Computer science', 'Cloud computing', 'Front end', 'GIT', 'Data modeling', 'Analytical', 'Data quality']"
Data Scientist,3-6 Yrs ,Not disclosed ,,". Bachelors or Masters degree in computer science, data science, statistics, mathematic...","['Computer science', 'Data analysis', 'Interpersonal skills', 'Networking', 'Analytical', 'Machine learning', 'Database', 'Data mining']"
Lead Data Analyst/Scientist Python Appzlogic,6-8 Yrs ,Not disclosed ,,. Must be able to create prediction models with high accuracyRequirements . 6+ year exp...,"['cyber security', 'Coding', 'HR Lead', 'Healthcare', 'Data analytics', 'HR', 'lead data analyst', 'Python']"
Principal Data Scientist,2-7 Yrs ,Not disclosed ,,. Having a good understanding of design & architecture principles. Qualification: . BTe...,"['Product management', 'Surgical', 'Coding', 'Pharma', 'Clinical trials', 'Healthcare', 'Market research', 'CME']"
Data Science Manager,7-10 Yrs ,Not disclosed ,,"Must know how to deploy modelsExperience with deep learning, ML, NLP Strong R and Pytho...","['Django', 'Machine learning', 'HTML', 'HTTP', 'microsoft', 'Analytics', 'Financial services', 'SQL']"
Data Science - Trainer,3-9 Yrs ,Not disclosed ,,This role is best suited for: - Person with 3+ years experience of delivering data scie...,"['Training', 'deep learning', 'data science', 'Machine learning', 'data visualization', 'Business intelligence', 'Analytics', 'Python']"
Junior Data Scientist,1-6 Yrs ,Not disclosed ,,Junior Data Scientist Minimum 1+ years of experience in the field of Machine learning a...,"['Machine learning', 'data', 'machine']"
Principal Data Scientist,15-20 Yrs ,Not disclosed ,,. Should have 15 years hands-on experience in algorithms and implementation of analytic...,"['data science', 'Staffing', 'Artificial Intelligence', 'Machine learning', 'Programming', 'power bi', 'microsoft', 'big data']"
Taleo- Sr Data Scientist,5-9 Yrs ,Not disclosed ,,". Must have experience on text pre-processing techniques using PANDAS, NLTK, Spacy etc ...","['deep learning', 'Data analysis', 'Staffing', 'Neural networks', 'Machine learning', 'Information retrieval', 'Data structures', 'Natural language processing']"
data scientist - biotechnology Jobs,2-5 Yrs ,Not disclosed ,,"Employment Type: Permanent Job, Full Time Doctorate:Doctorate Not Required","['Mining', 'Evaluation', 'Data analysis', 'Analytical', 'KPO', 'Research', 'Business intelligence', 'Operations']"
Data Scientist,1-2 Yrs ,Not disclosed ,,Explain complex topics tailored to the audience . Work with large and complex data sets...,"['Computer science', 'Prototype', 'Simulation', 'Postgresql', 'Machine learning', 'Agile', 'Programming', 'Operations']"
AI Engineer,2-6 Yrs ,Not disclosed ,,The ideal candidate should have sound knowledge in machine learning with proven ability...,"['deep learning', 'continuous integration', 'orchestration', 'Architecture', 'Coding', 'Machine learning', 'Data processing', 'Natural language processing']"
Data Scientist,1-2 Yrs ,Not disclosed ,,Regional marketing directors . Digital Experience Team . Staff involved in BI and repor...,"['Computer science', 'advanced analytics', 'data science', 'Coding', 'Focus', 'Data quality', 'Continuous improvement', 'SQL']"
Data Scientist,2-7 Yrs ,Not disclosed ,,"You must be a storyteller and passionate about Machine Learning, Deep Learning, Compute...","['Hospitality', 'Computer vision', 'deep learning', 'Machine learning', 'Manager Technology', 'Facility management', 'Monitoring', 'SQL']"
Data Science Professional,2-6 Yrs ,Not disclosed ,,"AI, ML, Deep learning, Computer Vision, NLP Skills. Python/R Scripting Experience(M...","['Computer vision', 'deep learning', 'PDF', 'data science', 'GCP', 'Cloud', 'Deployment', 'JPEG']"
Senior Data Scientist and Lead Data Scientist,4-6 Yrs ,Not disclosed ,,Roles Skills: Relevant years of experience building and using analytical tools/ languag...,"['Computer vision', 'Prototype', 'GIT', 'Image processing', 'GCP', 'Analytical', 'Machine learning', 'Natural language processing']"
Data Scientist,5-10 Yrs ,Not disclosed ,,"Undertaking data collection, preprocessing and analysis Building models to address ...","['jQuery', 'Front end', 'MySQL', 'Javascript', 'PHP', 'Telecommunication', 'JSON', 'Information technology']"
AI Python Data Science,2-5 Yrs ,Not disclosed ,,"As a data science and analytics engineer, you will be involved in developing computer...","['Computer vision', 'GIT', 'data science', 'Artificial Intelligence', 'Agile development', 'Machine learning', 'data visualization', 'Troubleshooting']"
Data Scientist,3-5 Yrs ,Not disclosed ,,". Must have knowledge of accuracy, precision, recall, f1-score, RUC and deal with overf...","['Computer science', 'Automation', 'GIT', 'Linux', 'Aviation', 'MySQL', 'Machine learning', 'Agile']"
Data Scientist,3-7 Yrs ,Not disclosed ,,"Predictive maintenance, Experience in textual analysis of logs worked on Clust...","['Logistic regression', 'data science', 'Machine learning', 'Python', 'Predictive maintenance', 'Data', 'Machine', 'Maintenance']"
Data Scientist,4-5 Yrs ,Not disclosed ,,Build predictive models and machine-learning algorithms. Should coordinate with differe...,"['IT services', 'Computer science', 'SAN', 'C++', 'Process optimization', 'Analytical', 'Machine learning', 'Vendor']"
Data Scientist - Healthcare,8-13 Yrs ,Not disclosed ,,Skills Required Experience in end-to-end data science and engineering activities,"['Telecom', 'data science', 'Enterprise applications', 'Consulting', 'Machine learning', 'Healthcare', 'Data mining', 'Open source']"
Senior Quant Researcher - Data Science,1-4 Yrs ,Not disclosed ,,Skill Set Required For Position: . Quantitative background - includes degrees in Comput...,"['Data analysis', 'Financial markets', 'data science', 'Machine learning', 'Programming', 'Mathematics', 'Investment management', 'Python']"
Senior BI Specialist - (f/m/x),5-9 Yrs ,Not disclosed ,,"Your Profile . . . . You have a degree in Computer Engineering, Computer Science, Infor...","['Computer science', 'SQL queries', 'Data analysis', 'tableau', 'data science', 'Instrumentation', 'E-commerce', 'Operations']"
Senior Data Scientist - Python (f/m/x),5-10 Yrs ,Not disclosed ,,"You have a degree in Computer Engineering, Computer Science, Information Technology or ...","['Computer science', 'SQL queries', 'Data analysis', 'Machine learning', 'Market segmentation', 'Instrumentation', 'E-commerce', 'Information technology']"
Data Scientist,1-3 Yrs ,Not disclosed ,,What you should know . Strong hold on statistics and machine learning techniques Solid ...,"['skills', 'algorithms', 'data-mining', 'c', 'analytical', 'and', 'MATLAB', 'Solid']"
Data Scientist,3-7 Yrs ,Not disclosed ,,"Bachelors or Masters degree in Computer Science, Data Science, Statistics, or related f...","['GCP', 'Database management', 'Machine learning', 'power bi', 'data visualization', 'big data', 'Analytics', 'SQL']"
Junior Data Scientist,1-6 Yrs ,Not disclosed ,,Four-year college or university degree with focus on Business Administration or IT or r...,"['Business administration', 'Data analysis', 'Data modeling', 'Analytical', 'Brand marketing', 'Machine learning', 'Data analytics', 'data visualization']"
Lead Data Scientist,4-7 Yrs ,Not disclosed ,,of experience in Statistical and Machine learning modelsExperience in various statistic...,"['Operations research', 'data science', 'Machine learning', 'Agile', 'Data collection', 'Data mining', 'Open source', 'Automotive']"
Data Scientist,1-5 Yrs ,Not disclosed ,,Build predictive models and machine-learning algorithms . knowledge or working experien...,"['Product Development', 'R', 'Nlp', 'Problem - Solving Skills', 'Data Scientist', 'Operations Research', 'Data Visualization', 'Python']"
Junior Data Scientist,1-4 Yrs ,Not disclosed ,,"Qualifications and Experience : . Bachelors Computer Science, Information Systems, Mach...","['Front end', 'end', 'data', 'front']"
Data Scientist,3-5 Yrs ,Not disclosed ,,of experience in Statistical and Machine learning modelsExperience in various statistic...,"['Operations research', 'data science', 'Machine learning', 'Agile', 'Data collection', 'Data mining', 'Open source', 'Automotive']"
Data Scientist / Senior Data Scientist,3-8 Yrs ,Not disclosed ,,"The senior data scientist will be required to outline work requirements, assign tasks t...","['IT services', 'Computer science', 'Strategic partnerships', 'Social media', 'Machine learning', 'SEZ', 'Adobe', 'SQL']"
Lead Data Scientist - AI/ML Lead,6-8 Yrs ,Not disclosed ,,"Should have good knowledge on Speech Recognition, Face Recognition, OCR, Sentiment Anal...","['Tensorflow', 'NLP', 'Computer Vision', 'Cnn', 'Image Recognition', 'Deep Learning', 'Computer', 'Data']"
"Lead Data Scientist, Growth & Delivery",5-8 Yrs ,Not disclosed ,,"Masters or Bachelors in a quantitative field such as Data Science, Statistics, Computer...","['Computer science', 'advanced analytics', 'Sales', 'data science', 'Machine learning', 'Client engagement', 'Presales', 'Sales process']"
Full Stack Data Scientist,4-8 Yrs ,Not disclosed ,,"As a Full Stack Data Scientist at Brickendon Consulting, you will be a key member...","['Automation', 'Front end', 'Django', 'Consulting', 'Machine learning', 'MongoDB', 'Engineering Design', 'Monitoring']"
Data Scientist,2-3 Yrs ,Not disclosed ,,Experience in BFSI (Banking and Financial services background) is desirable . . Educati...,"['deep learning', 'data science', 'Data modeling', 'Bfsi', 'Machine learning', 'Agile', 'Data warehousing', 'Financial services']"
Data Scientist- Python developer,2-7 Yrs ,Not disclosed ,,"Should be able to understand, test and debug existing python Should be familiarized wit...","['Data Scientist', 'Pandas', 'NumPy', 'Python', 'SQL', 'Data Preprocessing', 'Data Manipulation', 'Data']"
Data Scientist-Python/NLP,2-7 Yrs ,Not disclosed ,,Preferred candidate profile . Desired Candidate Profile Tiger Analytics is a global AI ...,"['Text Analytics', 'NumPy', 'SQL', 'NLP', 'Python', 'Named Entity Recognition', 'Data Manupulation', 'Text Extraction']"
Data Scientist - GoTo Logistic,5-9 Yrs ,Not disclosed ,,"Bachelor degree in business, mathematics, engineering, data science preferred . At leas...","['Unix', 'Due diligence', 'Linux', 'Financial inclusion', 'Machine learning', 'Business intelligence', 'Forecasting', 'Financial services']"
Data Scientist - Communcation Platform,7-12 Yrs ,Not disclosed ,,A bachelor s with 4+ years of experience or masters degree with 3+ years of experience ...,"['Automation', 'Data management', 'Project management', 'Agile', 'Open source', 'Analytics', 'SQL', 'Python']"
Data Scientist,2-7 Yrs ,Not disclosed ,,"Bachelors in engineering, Mathematics Or Statistics from a reputed Institute. Python / ...","['Python', 'r', 'sas', 'data modeling', 'PowerBi', 'statistical modeling', 'business analysis', 'Tableau']"
AI Research Scientist,3-5 Yrs ,Not disclosed ,,Intel Labs is seeking motivated researcher in the area of parallel and distributed comp...,"['GPU programming', 'algorithms', 'computer architecture', 'system architecture', 'high performance computing', 'machine learning', 'artificial intelligence', 'Computation']"
Capacity and Performance Data Scientist,6-8 Yrs ,Not disclosed ,,"As a Capacity and Performance Analyst, your primary responsibility will be to analy...","['Computer science', 'Career development', 'Assurance', 'Performance testing', 'Troubleshooting', 'Data mining', 'SQL', 'Capacity planning']"
nlp engineers,8-12 Yrs ,Not disclosed ,,"Graduate / Post-Graduate/ in Computer Science, Mathematics, Machine Learning, 8+ years ...","['Computer science', 'Logistic regression', 'Architecture', 'Diagnostics', 'GCP', 'Machine learning', 'Deployment', 'Mathematics']"
Data Scientist,4-8 Yrs ,Not disclosed ,,"Connecting data into Power BI various sources like Excel, CSV, SharePoint fil...","['Semiconductor', 'Coding', 'Aerospace', 'Healthcare', 'Scrum', 'Agile methodology', 'microsoft', 'JIRA']"
Senior Analyst / Data Scientist - Data Science,1-5 Yrs ,Not disclosed ,,"A passion for writing high-quality code (Python) and the code should be modular, scalab...","['customer analytics', 'Marketing analytics', 'data science', 'Process documentation', 'Analytical', 'Consulting', 'Machine learning', 'Silicon']"
NLP - Senior Analyst / Data Scientist,2-6 Yrs ,Not disclosed ,,Required Skills & Experience: . 2 - 6 years of experience in NLP . Proficiency in Pytho...,"['Analyst', 'deep learning', 'GCP', 'Cloud', 'Software development life cycle', 'Programming', 'Deployment', 'Research']"
Senior Data Scientist / Lead Data Scientist,6-10 Yrs ,Not disclosed ,,6-10 years of relevant experience in Data Science . Strong understanding the foundation...,"['Logistic regression', 'Marketing analytics', 'data science', 'Consulting', 'Machine learning', 'Healthcare', 'Silicon', 'Forecasting']"
Data Science - Regression/Classification,2-7 Yrs ,Not disclosed ,,Role & responsibilities 2+ years of relevant Data Science experience.A passion for wri...,"['Data Science', 'Classification', 'Regression', 'Model Building', 'Optimization', 'Logistic Regression', 'Linear Regression', 'Time Series']"
Data Scientist,2-7 Yrs ,Not disclosed ,,"A passion for writing high-quality code (Python) and the code should be modular, scalab...","['Data Science', 'Classification', 'Regression', 'Python', 'Logistic Regression', 'Linear Regression', 'Science', 'Logistics']"
Data Scientist/ Senior Data Scientist,4-9 Yrs ,Not disclosed ,,Demonstrate excellent communication skills and the ability to work effectively in a tea...,"['Computer science', 'GIT', 'GCP', 'Analytical', 'Software development life cycle', 'Workflow', 'Application development', 'Natural language processing']"
Lead Data Scientist,6-9 Yrs ,Not disclosed ,,In the Data Science and Machine Leaning team at Cornerstone we are looking for solid ha...,"['Artificial Intelligence', 'Natural Language Processing', 'Machine Learning', 'Process', 'Machine', 'Languages', 'Processing', 'Intelligence']"
Senior Data Scientist,4-6 Yrs ,Not disclosed ,,In the Data Science and Machine Leaning team at Cornerstone we are looking for solid ha...,"['Artificial Intelligence', 'Natural Language Processing', 'Machine Learning', 'Data', 'Machine', 'Languages', 'Processing', 'Process']"
Lead Data Scientist,5-8 Yrs ,Not disclosed ,,"5+ years of experience working in the data science field, preferably in a product devel...","['Logistic regression', 'LMS', 'Neural networks', 'Artificial Intelligence', 'Machine learning', 'Data processing', 'Information retrieval', 'Customer service']"
"Senior Data Scientist, Model Risk Management",3-8 Yrs ,Not disclosed ,,"Masters degree or PhD in Statistics, Mathematics, Computer Science, Engineering or Econ...","['Financial risk', 'Machine learning', 'model development', 'Budgeting', 'Risk management', 'Analytics', 'SQL', 'Python']"
Sr . Data Scientist,2-5 Yrs ,Not disclosed ,,The ideal candidate should possess strong JAVA development skills and a solid understan...,"['Computer science', 'Front end', 'Data modeling', 'MIS', 'Javascript', 'Data structures', 'HTML', 'Unit testing']"
Data Scientist,4-12 Yrs ,Not disclosed ,,"Undertaking data collection, preprocessing and analysis Building models to address ...","['Machine learning', 'Data collection', 'data visualization', 'Collections', 'Data', 'Machine']"
Data Scientist,5-7 Yrs ,Not disclosed ,,Apply your sound theoretical knowledge and practical experience with statistical modeli...,"['Computer vision', 'NoSQL', 'Business analytics', 'Machine learning', 'Healthcare', 'SQL', 'Python', 'Data']"
Data Scientist,5-10 Yrs ,Not disclosed ,,"Build ML models to improve the quality of our product (predictive modeling, categoriz...","['Hypothesis Testing', 'Predictive modeling', 'Predictive', 'Hypothesis', 'Data', 'Modeling', 'Software testing']"
Data Scientist Professional,5-9 Yrs ,Not disclosed ,,"A strong mathematics and statistics background is preferred, in addition to experience ...","['deep learning', 'Payroll', 'Data management', 'Neural networks', 'Artificial Intelligence', 'Consulting', 'Machine learning', 'AWS']"
Data Scientist,5-10 Yrs ,Not disclosed ,,Excellent written and verbal communication skills . B Tech or MTech in Computer Science...,"['deep learning', 'Image processing', 'Machine learning', 'Programming', 'Natural language processing', 'Python', 'Data', 'Process']"
Big data solution,2-14 Yrs ,Not disclosed ,,We are seeking a highly skilled data scientist to join our team and lead the impleme...,"['NoSQL', 'Finance', 'Machine learning', 'Programming', 'data visualization', 'big data', 'Financial services', 'SQL']"
Sr. Data Scientist,5-10 Yrs ,Not disclosed ,,"5+ years hands on experience with Python, TensorFlow, Spark, Airflow, and SQL is import...","['amazon ec2', 'C++', 'Data analysis', 'Coding', 'Project management', 'Machine learning', 'Sensors', 'SQL']"
Research Scientist,4-9 Yrs ,Not disclosed ,,"A Masters/MS in CS, Machine Learning or in a highly quantitative field. 4+ years of...","['amazon ec2', 'Health insurance', 'C++', 'Data analysis', 'github', 'Coding', 'Project management', 'Machine learning']"
Data Scientist,1-5 Yrs ,Not disclosed ,,"Undertaking data collection, preprocessing and analysis Building models to address ...","['E-learning', 'data science', 'Application programming', 'Artificial Intelligence', 'Machine learning', 'Manager Technology', 'Doctor', 'Management']"
Data Scientist,3-5 Yrs ,Not disclosed ,,". Bachelors in Math, Computer Science, Information Systems, Machine Learning, Statistic...","['deep learning', 'C++', 'Operations research', 'Machine learning', 'Natural language processing', 'data visualization', 'Econometrics', 'Forecasting']"
Lead Data Scientist,5-10 Yrs ,Not disclosed ,,"5+ years of working experience as a Data Scientist, utilizing Python and machine learni...","['NoSQL', 'data science', 'Analytical', 'Machine learning', 'Cloud', 'Data mining', 'Predictive analytics', 'SQL']"
Data Science,7-10 Yrs ,Not disclosed ,,Collect and analyze data required for projects including web scrapping and external ven...,"['Analytical skills', 'Unit operations', 'Staffing', 'Neural networks', 'Machine learning', 'Application development', 'MS Office', 'SQL']"
Data Scientist,3-6 Yrs ,Not disclosed ,,Developing machine learning models against datasets to generate insights to suppor...,"['C++', 'Linux', 'Agile scrum', 'Machine learning', 'Programming', 'Object oriented programming', 'Statistics', 'SQL']"
Solution Architect,1-2 Yrs ,Not disclosed ,,Experience developing and implementing best-in-class algorithms for multiple among user...,"['NoSQL', 'data science', 'Time series analysis', 'Customer engagement', 'MATLAB', 'Solution Architect', 'SQL', 'Python']"
Data Scientist,6-7 Yrs ,Not disclosed ,,Experience creating and using advanced machine learning algorithms and statistics: regr...,"['data science', 'Map/Reduce', 'python', 'ggplot', 'data mining', 'Hadoop', 'Periscope', 'Business Objects']"
Fullstack Data Scientist,4-8 Yrs ,Not disclosed ,,"Utilize Python for data manipulation, analysis, and model development, demonstrating pr...","['Data Science', 'deep learning', 'python', 'nlp', 'predictive modeling', 'computer vision', 'machine learning', 'Computer']"
Data Scientist,4-9 Yrs ,Not disclosed ,,Through knowledge of machine learning operations is a must. . Must understand how to cr...,"['machine learning operations', 'Jenkins', 'Airflow', 'Pypark', 'python', 'data science', 'statistical modelling techniques', 'SQL']"
Data Scientist,4-9 Yrs ,Not disclosed ,,Through knowledge of machine learning operations is a mustMust understand how to create...,"['Data Science', 'time series analysis', 'Jenkins', 'python', 'data processing', 'airflow', 'statistical modeling', 'pyspark']"
Data Scientist,6-9 Yrs ,Not disclosed ,,Experience creating and using advanced machine learning algorithms and statistics: regr...,"['data scientist', 'python', 'sql', 'Data']"
Senior Data Scientist,7-11 Yrs ,Not disclosed ,,"1. Design, develop, and deploy advanced analytical models and algorithms to solve compl...","['Python', 'pandas', 'R', 'scikit-learn', 'data manipulation', 'Data Scientist', 'Scala', 'NumPy']"
Data Analyst,2-5 Yrs ,Not disclosed ,,The opportunity:Are you ready to join us on our exciting journey of being a fast-growth...,"['Decision Tree', 'Regression', 'Data Analytics', 'Random Forest', 'Predictive Modeling', 'Logistic Regression', 'Linear Regression', 'Artificial Intelligence']"
NLP - Senior Analyst / Data Scientist,2-7 Yrs ,Not disclosed ,,Preferred candidate profile 2 - 7 years of experience,"['Generative AI', 'Bert', 'NLP', 'Natural Language Processing', 'Data', 'Process', 'Senior', 'Processing']"
Data Scientist - Data Science (Regression),4-9 Yrs ,Not disclosed ,,"A passion for writing high-quality code (Python) and the code should be modular, scalab...","['customer analytics', 'Marketing analytics', 'data science', 'Process documentation', 'Analytical', 'Consulting', 'Machine learning', 'Silicon']"
Analyst/Sr. Analyst - Data Scientist,4-8 Yrs ,10-19 Lacs PA ,,Data Scientist 4-7 years-Bangalore/Pune/Mumbai An excellent opportunity for someone ha...,"['Artificial Intelligence', 'Machine Learning', 'Java', 'Aws Cloud', 'Al', 'Numpy', 'SQL', 'Pandas']"
Senior Data Scientist,5-9 Yrs ,Not disclosed ,,Bachelors degree in a highly quantitative field (e.gRequired Skills: . Machine Learning...,"['Product management', 'IT services', 'Supply chain', 'ERP', 'Automation', 'Analytical', 'Machine learning', 'Forecasting']"
Data Scientist - Analyst,1-3 Yrs ,Not disclosed ,,"Mandatory Skills: Degree / Master s in Data Science, Mathematics, Statistics, or relate...","['data science', 'GCP', 'Senior Analyst', 'Machine learning', 'Deployment', 'Mathematics', 'Predictive analytics', 'Statistics']"
Data Scientist - Analyst,1-3 Yrs ,Not disclosed ,,"Mandatory Skills: Degree / Master s in Data Science, Mathematics, Statistics, or relate...","['Analyst', 'data science', 'GCP', 'Machine learning', 'Deployment', 'Mathematics', 'Predictive analytics', 'Statistics']"
Data Scientist - Senior Analyst,5-10 Yrs ,Not disclosed ,,"Mandatory Skills: Degree / Masters in Data Science, Mathematics, Statistics, or related...","['Analyst', 'data science', 'GCP', 'Machine learning', 'Deployment', 'Mathematics', 'Predictive analytics', 'Statistics']"
